"","title","link","career.cluster","career.pathway","code","occupation","income","interest","score","degree","close","between"
"308","13-1071.00 - Human Resources Specialists","https://www.onetonline.org/link/details/13-1071.00","Business Management & Administration","Human Resources Management","13-1071.00","Human Resources Specialists",59180,"Artistic",28,27,2.89754288363468e-05,6336.65253982687
"309","13-1071.00 - Human Resources Specialists","https://www.onetonline.org/link/details/13-1071.00","Business Management & Administration","Human Resources Management","13-1071.00","Human Resources Specialists",59180,"Conventional",61,27,2.89754288363468e-05,6336.65253982687
"310","13-1071.00 - Human Resources Specialists","https://www.onetonline.org/link/details/13-1071.00","Business Management & Administration","Human Resources Management","13-1071.00","Human Resources Specialists",59180,"Investigative",28,27,2.89754288363468e-05,6336.65253982687
"311","13-1071.00 - Human Resources Specialists","https://www.onetonline.org/link/details/13-1071.00","Business Management & Administration","Human Resources Management","13-1071.00","Human Resources Specialists",59180,"Enterprising",83,27,2.89754288363468e-05,6336.65253982687
"312","13-1071.00 - Human Resources Specialists","https://www.onetonline.org/link/details/13-1071.00","Business Management & Administration","Human Resources Management","13-1071.00","Human Resources Specialists",59180,"Social",50,27,2.89754288363468e-05,6336.65253982687
"313","13-1074.00 - Farm Labor Contractors","https://www.onetonline.org/link/details/13-1074.00","Agriculture, Food & Natural Resources","Agribusiness Systems","13-1074.00","Farm Labor Contractors",35160,"Social",33,12,2.95998105612124e-05,1209.78000580592
"314","13-1074.00 - Farm Labor Contractors","https://www.onetonline.org/link/details/13-1074.00","Agriculture, Food & Natural Resources","Agribusiness Systems","13-1074.00","Farm Labor Contractors",35160,"Realistic",33,12,2.95998105612124e-05,1209.78000580592
"315","13-1074.00 - Farm Labor Contractors","https://www.onetonline.org/link/details/13-1074.00","Agriculture, Food & Natural Resources","Agribusiness Systems","13-1074.00","Farm Labor Contractors",35160,"Investigative",0,12,2.95998105612124e-05,1209.78000580592
"316","13-1074.00 - Farm Labor Contractors","https://www.onetonline.org/link/details/13-1074.00","Agriculture, Food & Natural Resources","Agribusiness Systems","13-1074.00","Farm Labor Contractors",35160,"Enterprising",100,12,2.95998105612124e-05,1209.78000580592
"317","13-1074.00 - Farm Labor Contractors","https://www.onetonline.org/link/details/13-1074.00","Agriculture, Food & Natural Resources","Agribusiness Systems","13-1074.00","Farm Labor Contractors",35160,"Conventional",22,12,2.95998105612124e-05,1209.78000580592
"318","13-1074.00 - Farm Labor Contractors","https://www.onetonline.org/link/details/13-1074.00","Agriculture, Food & Natural Resources","Agribusiness Systems","13-1074.00","Farm Labor Contractors",35160,"Artistic",0,12,2.95998105612124e-05,1209.78000580592
"319","13-1081.00 - Logisticians","https://www.onetonline.org/link/details/13-1081.00","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.00","Logisticians",74170,"Conventional",78,25,2.89620018535681e-05,4432.0752723581
"320","13-1081.00 - Logisticians","https://www.onetonline.org/link/details/13-1081.00","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.00","Logisticians",74170,"Realistic",22,25,2.89620018535681e-05,4432.0752723581
"321","13-1081.00 - Logisticians","https://www.onetonline.org/link/details/13-1081.00","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.00","Logisticians",74170,"Enterprising",100,25,2.89620018535681e-05,4432.0752723581
"322","13-1081.00 - Logisticians","https://www.onetonline.org/link/details/13-1081.00","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.00","Logisticians",74170,"Investigative",22,25,2.89620018535681e-05,4432.0752723581
"323","13-1081.00 - Logisticians","https://www.onetonline.org/link/details/13-1081.00","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.00","Logisticians",74170,"Social",39,25,2.89620018535681e-05,4432.0752723581
"324","13-1081.00 - Logisticians","https://www.onetonline.org/link/details/13-1081.00","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.00","Logisticians",74170,"Artistic",6,25,2.89620018535681e-05,4432.0752723581
"325","13-1081.01 - Logistics Engineers","https://www.onetonline.org/link/details/13-1081.01","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.01","Logistics Engineers",74170,"Enterprising",39,38,2.85428856857428e-05,1016.11297444472
"326","13-1081.01 - Logistics Engineers","https://www.onetonline.org/link/details/13-1081.01","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.01","Logistics Engineers",74170,"Investigative",100,38,2.85428856857428e-05,1016.11297444472
"327","13-1081.01 - Logistics Engineers","https://www.onetonline.org/link/details/13-1081.01","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.01","Logistics Engineers",74170,"Realistic",56,38,2.85428856857428e-05,1016.11297444472
"328","13-1081.01 - Logistics Engineers","https://www.onetonline.org/link/details/13-1081.01","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.01","Logistics Engineers",74170,"Social",0,38,2.85428856857428e-05,1016.11297444472
"329","13-1081.01 - Logistics Engineers","https://www.onetonline.org/link/details/13-1081.01","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.01","Logistics Engineers",74170,"Artistic",22,38,2.85428856857428e-05,1016.11297444472
"330","13-1081.01 - Logistics Engineers","https://www.onetonline.org/link/details/13-1081.01","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.01","Logistics Engineers",74170,"Conventional",72,38,2.85428856857428e-05,1016.11297444472
"331","13-1081.02 - Logistics Analysts","https://www.onetonline.org/link/details/13-1081.02","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.02","Logistics Analysts",74170,"Realistic",28,30,2.89955926699142e-05,4425.52954118743
"332","13-1081.02 - Logistics Analysts","https://www.onetonline.org/link/details/13-1081.02","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.02","Logistics Analysts",74170,"Conventional",83,30,2.89955926699142e-05,4425.52954118743
"333","13-1081.02 - Logistics Analysts","https://www.onetonline.org/link/details/13-1081.02","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.02","Logistics Analysts",74170,"Artistic",6,30,2.89955926699142e-05,4425.52954118743
"334","13-1081.02 - Logistics Analysts","https://www.onetonline.org/link/details/13-1081.02","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.02","Logistics Analysts",74170,"Enterprising",56,30,2.89955926699142e-05,4425.52954118743
"335","13-1081.02 - Logistics Analysts","https://www.onetonline.org/link/details/13-1081.02","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.02","Logistics Analysts",74170,"Investigative",39,30,2.89955926699142e-05,4425.52954118743
"336","13-1081.02 - Logistics Analysts","https://www.onetonline.org/link/details/13-1081.02","Transportation, Distribution & Logistics","Logistics Planning and Management Services","13-1081.02","Logistics Analysts",74170,"Social",6,30,2.89955926699142e-05,4425.52954118743
"337","13-1111.00 - Management Analysts","https://www.onetonline.org/link/details/13-1111.00","Business Management & Administration","Operations Management","13-1111.00","Management Analysts",81330,"Artistic",11,16,2.90959876633012e-05,3321.05602215601
"338","13-1111.00 - Management Analysts","https://www.onetonline.org/link/details/13-1111.00","Business Management & Administration","Operations Management","13-1111.00","Management Analysts",81330,"Investigative",89,16,2.90959876633012e-05,3321.05602215601
"339","13-1111.00 - Management Analysts","https://www.onetonline.org/link/details/13-1111.00","Business Management & Administration","Operations Management","13-1111.00","Management Analysts",81330,"Realistic",6,16,2.90959876633012e-05,3321.05602215601
"340","13-1111.00 - Management Analysts","https://www.onetonline.org/link/details/13-1111.00","Business Management & Administration","Operations Management","13-1111.00","Management Analysts",81330,"Enterprising",83,16,2.90959876633012e-05,3321.05602215601
"341","13-1111.00 - Management Analysts","https://www.onetonline.org/link/details/13-1111.00","Business Management & Administration","Operations Management","13-1111.00","Management Analysts",81330,"Social",22,16,2.90959876633012e-05,3321.05602215601
"342","13-1111.00 - Management Analysts","https://www.onetonline.org/link/details/13-1111.00","Business Management & Administration","Operations Management","13-1111.00","Management Analysts",81330,"Conventional",56,16,2.90959876633012e-05,3321.05602215601
"343","13-1121.00 - Meeting, Convention, and Event Planners","https://www.onetonline.org/link/details/13-1121.00","Business Management & Administration","Operations Management","13-1121.00","Meeting, Convention, and Event Planners",47350,"Artistic",22,17,2.9314337642541e-05,1892.78490252309
"344","13-1121.00 - Meeting, Convention, and Event Planners","https://www.onetonline.org/link/details/13-1121.00","Business Management & Administration","Operations Management","13-1121.00","Meeting, Convention, and Event Planners",47350,"Enterprising",100,17,2.9314337642541e-05,1892.78490252309
"345","13-1121.00 - Meeting, Convention, and Event Planners","https://www.onetonline.org/link/details/13-1121.00","Business Management & Administration","Operations Management","13-1121.00","Meeting, Convention, and Event Planners",47350,"Investigative",6,17,2.9314337642541e-05,1892.78490252309
"346","13-1121.00 - Meeting, Convention, and Event Planners","https://www.onetonline.org/link/details/13-1121.00","Business Management & Administration","Operations Management","13-1121.00","Meeting, Convention, and Event Planners",47350,"Social",56,17,2.9314337642541e-05,1892.78490252309
"347","13-1121.00 - Meeting, Convention, and Event Planners","https://www.onetonline.org/link/details/13-1121.00","Business Management & Administration","Operations Management","13-1121.00","Meeting, Convention, and Event Planners",47350,"Conventional",67,17,2.9314337642541e-05,1892.78490252309
"348","13-1121.00 - Meeting, Convention, and Event Planners","https://www.onetonline.org/link/details/13-1121.00","Business Management & Administration","Operations Management","13-1121.00","Meeting, Convention, and Event Planners",47350,"Realistic",11,17,2.9314337642541e-05,1892.78490252309
"349","13-1141.00 - Compensation, Benefits, and Job Analysis Specialists","https://www.onetonline.org/link/details/13-1141.00","Business Management & Administration","Human Resources Management","13-1141.00","Compensation, Benefits, and Job Analysis Specialists",62080,"Social",28,26,2.86467285436003e-05,641.573550360727
"350","13-1141.00 - Compensation, Benefits, and Job Analysis Specialists","https://www.onetonline.org/link/details/13-1141.00","Business Management & Administration","Human Resources Management","13-1141.00","Compensation, Benefits, and Job Analysis Specialists",62080,"Realistic",22,26,2.86467285436003e-05,641.573550360727
"351","13-1141.00 - Compensation, Benefits, and Job Analysis Specialists","https://www.onetonline.org/link/details/13-1141.00","Business Management & Administration","Human Resources Management","13-1141.00","Compensation, Benefits, and Job Analysis Specialists",62080,"Enterprising",89,26,2.86467285436003e-05,641.573550360727
"352","13-1141.00 - Compensation, Benefits, and Job Analysis Specialists","https://www.onetonline.org/link/details/13-1141.00","Business Management & Administration","Human Resources Management","13-1141.00","Compensation, Benefits, and Job Analysis Specialists",62080,"Artistic",11,26,2.86467285436003e-05,641.573550360727
"353","13-1141.00 - Compensation, Benefits, and Job Analysis Specialists","https://www.onetonline.org/link/details/13-1141.00","Business Management & Administration","Human Resources Management","13-1141.00","Compensation, Benefits, and Job Analysis Specialists",62080,"Conventional",89,26,2.86467285436003e-05,641.573550360727
"354","13-1141.00 - Compensation, Benefits, and Job Analysis Specialists","https://www.onetonline.org/link/details/13-1141.00","Business Management & Administration","Human Resources Management","13-1141.00","Compensation, Benefits, and Job Analysis Specialists",62080,"Investigative",28,26,2.86467285436003e-05,641.573550360727
"355","13-1151.00 - Training and Development Specialists","https://www.onetonline.org/link/details/13-1151.00","Business Management & Administration","Human Resources Management","13-1151.00","Training and Development Specialists",59020,"Investigative",22,33,2.8802672888044e-05,3047.47973239993
"356","13-1151.00 - Training and Development Specialists","https://www.onetonline.org/link/details/13-1151.00","Business Management & Administration","Human Resources Management","13-1151.00","Training and Development Specialists",59020,"Artistic",61,33,2.8802672888044e-05,3047.47973239993
"357","13-1151.00 - Training and Development Specialists","https://www.onetonline.org/link/details/13-1151.00","Business Management & Administration","Human Resources Management","13-1151.00","Training and Development Specialists",59020,"Enterprising",50,33,2.8802672888044e-05,3047.47973239993
"358","13-1151.00 - Training and Development Specialists","https://www.onetonline.org/link/details/13-1151.00","Business Management & Administration","Human Resources Management","13-1151.00","Training and Development Specialists",59020,"Realistic",6,33,2.8802672888044e-05,3047.47973239993
"359","13-1151.00 - Training and Development Specialists","https://www.onetonline.org/link/details/13-1151.00","Business Management & Administration","Human Resources Management","13-1151.00","Training and Development Specialists",59020,"Social",95,33,2.8802672888044e-05,3047.47973239993
"360","13-1151.00 - Training and Development Specialists","https://www.onetonline.org/link/details/13-1151.00","Business Management & Administration","Human Resources Management","13-1151.00","Training and Development Specialists",59020,"Conventional",61,33,2.8802672888044e-05,3047.47973239993
"361","13-1161.00 - Market Research Analysts and Marketing Specialists","https://www.onetonline.org/link/details/13-1161.00","Marketing","Marketing Research","13-1161.00","Market Research Analysts and Marketing Specialists",62560,"Social",6,20,2.91002211616808e-05,3264.03936130359
"362","13-1161.00 - Market Research Analysts and Marketing Specialists","https://www.onetonline.org/link/details/13-1161.00","Marketing","Marketing Research","13-1161.00","Market Research Analysts and Marketing Specialists",62560,"Realistic",6,20,2.91002211616808e-05,3264.03936130359
"363","13-1161.00 - Market Research Analysts and Marketing Specialists","https://www.onetonline.org/link/details/13-1161.00","Marketing","Marketing Research","13-1161.00","Market Research Analysts and Marketing Specialists",62560,"Artistic",11,20,2.91002211616808e-05,3264.03936130359
"364","13-1161.00 - Market Research Analysts and Marketing Specialists","https://www.onetonline.org/link/details/13-1161.00","Marketing","Marketing Research","13-1161.00","Market Research Analysts and Marketing Specialists",62560,"Investigative",95,20,2.91002211616808e-05,3264.03936130359
"365","13-1161.00 - Market Research Analysts and Marketing Specialists","https://www.onetonline.org/link/details/13-1161.00","Marketing","Marketing Research","13-1161.00","Market Research Analysts and Marketing Specialists",62560,"Conventional",50,20,2.91002211616808e-05,3264.03936130359
"366","13-1161.00 - Market Research Analysts and Marketing Specialists","https://www.onetonline.org/link/details/13-1161.00","Marketing","Marketing Research","13-1161.00","Market Research Analysts and Marketing Specialists",62560,"Enterprising",67,20,2.91002211616808e-05,3264.03936130359
"367","13-1199.01 - Energy Auditors","https://www.onetonline.org/link/details/13-1199.01","Business Management & Administration","Operations Management","13-1199.00","Business Operations Specialists, All Other",69040,"Artistic",0,14,2.97477391718229e-05,12219.7255650849
"368","13-1199.01 - Energy Auditors","https://www.onetonline.org/link/details/13-1199.01","Business Management & Administration","Operations Management","13-1199.00","Business Operations Specialists, All Other",69040,"Conventional",100,14,2.97477391718229e-05,12219.7255650849
"369","13-1199.01 - Energy Auditors","https://www.onetonline.org/link/details/13-1199.01","Business Management & Administration","Operations Management","13-1199.00","Business Operations Specialists, All Other",69040,"Investigative",28,14,2.97477391718229e-05,12219.7255650849
"370","13-1199.01 - Energy Auditors","https://www.onetonline.org/link/details/13-1199.01","Business Management & Administration","Operations Management","13-1199.00","Business Operations Specialists, All Other",69040,"Realistic",39,14,2.97477391718229e-05,12219.7255650849
"371","13-1199.01 - Energy Auditors","https://www.onetonline.org/link/details/13-1199.01","Business Management & Administration","Operations Management","13-1199.00","Business Operations Specialists, All Other",69040,"Social",6,14,2.97477391718229e-05,12219.7255650849
"372","13-1199.01 - Energy Auditors","https://www.onetonline.org/link/details/13-1199.01","Business Management & Administration","Operations Management","13-1199.00","Business Operations Specialists, All Other",69040,"Enterprising",61,14,2.97477391718229e-05,12219.7255650849
"373","13-1199.03 - Customs Brokers","https://www.onetonline.org/link/details/13-1199.03","Business Management & Administration","Operations Management","13-1199.00","Business Operations Specialists, All Other",69040,"Artistic",6,20,2.88375580355855e-05,774.925553287601
"374","13-1199.03 - Customs Brokers","https://www.onetonline.org/link/details/13-1199.03","Business Management & Administration","Operations Management","13-1199.00","Business Operations Specialists, All Other",69040,"Conventional",78,20,2.88375580355855e-05,774.925553287601
"375","13-1199.03 - Customs Brokers","https://www.onetonline.org/link/details/13-1199.03","Business Management & Administration","Operations Management","13-1199.00","Business Operations Specialists, All Other",69040,"Enterprising",89,20,2.88375580355855e-05,774.925553287601
"376","13-1199.03 - Customs Brokers","https://www.onetonline.org/link/details/13-1199.03","Business Management & Administration","Operations Management","13-1199.00","Business Operations Specialists, All Other",69040,"Realistic",17,20,2.88375580355855e-05,774.925553287601
"377","13-1199.03 - Customs Brokers","https://www.onetonline.org/link/details/13-1199.03","Business Management & Administration","Operations Management","13-1199.00","Business Operations Specialists, All Other",69040,"Social",33,20,2.88375580355855e-05,774.925553287601
"378","13-1199.03 - Customs Brokers","https://www.onetonline.org/link/details/13-1199.03","Business Management & Administration","Operations Management","13-1199.00","Business Operations Specialists, All Other",69040,"Investigative",0,20,2.88375580355855e-05,774.925553287601
"379","13-2011.01 - Accountants","https://www.onetonline.org/link/details/13-2011.01","Finance","Accounting","13-2011.01","Accountants",68150,"Artistic",0,19,2.90132590593901e-05,1771.80135998534
"380","13-2011.01 - Accountants","https://www.onetonline.org/link/details/13-2011.01","Finance","Accounting","13-2011.01","Accountants",68150,"Conventional",100,19,2.90132590593901e-05,1771.80135998534
"381","13-2011.01 - Accountants","https://www.onetonline.org/link/details/13-2011.01","Finance","Accounting","13-2011.01","Accountants",68150,"Investigative",33,19,2.90132590593901e-05,1771.80135998534
"382","13-2011.01 - Accountants","https://www.onetonline.org/link/details/13-2011.01","Finance","Accounting","13-2011.01","Accountants",68150,"Enterprising",50,19,2.90132590593901e-05,1771.80135998534
"383","13-2011.01 - Accountants","https://www.onetonline.org/link/details/13-2011.01","Finance","Accounting","13-2011.01","Accountants",68150,"Realistic",6,19,2.90132590593901e-05,1771.80135998534
"384","13-2011.01 - Accountants","https://www.onetonline.org/link/details/13-2011.01","Finance","Accounting","13-2011.01","Accountants",68150,"Social",11,19,2.90132590593901e-05,1771.80135998534
"385","13-2011.02 - Auditors","https://www.onetonline.org/link/details/13-2011.02","Finance","Accounting","13-2011.00","Accountants and Auditors",68150,"Investigative",45,27,2.87100571330137e-05,1204.43074666021
"386","13-2011.02 - Auditors","https://www.onetonline.org/link/details/13-2011.02","Finance","Accounting","13-2011.00","Accountants and Auditors",68150,"Enterprising",78,27,2.87100571330137e-05,1204.43074666021
"387","13-2011.02 - Auditors","https://www.onetonline.org/link/details/13-2011.02","Finance","Accounting","13-2011.00","Accountants and Auditors",68150,"Conventional",100,27,2.87100571330137e-05,1204.43074666021
"388","13-2011.02 - Auditors","https://www.onetonline.org/link/details/13-2011.02","Finance","Accounting","13-2011.00","Accountants and Auditors",68150,"Artistic",0,27,2.87100571330137e-05,1204.43074666021
"389","13-2011.02 - Auditors","https://www.onetonline.org/link/details/13-2011.02","Finance","Accounting","13-2011.00","Accountants and Auditors",68150,"Realistic",11,27,2.87100571330137e-05,1204.43074666021
"390","13-2011.02 - Auditors","https://www.onetonline.org/link/details/13-2011.02","Finance","Accounting","13-2011.00","Accountants and Auditors",68150,"Social",17,27,2.87100571330137e-05,1204.43074666021
"391","13-2021.01 - Assessors","https://www.onetonline.org/link/details/13-2021.01","Government & Public Administration","Revenue and Taxation","13-2021.00","Appraisers and Assessors of Real Estate",51850,"Investigative",45,18,2.94872172913042e-05,4722.87854935047
"392","13-2021.01 - Assessors","https://www.onetonline.org/link/details/13-2021.01","Government & Public Administration","Revenue and Taxation","13-2021.00","Appraisers and Assessors of Real Estate",51850,"Conventional",78,18,2.94872172913042e-05,4722.87854935047
"393","13-2021.01 - Assessors","https://www.onetonline.org/link/details/13-2021.01","Government & Public Administration","Revenue and Taxation","13-2021.00","Appraisers and Assessors of Real Estate",51850,"Social",6,18,2.94872172913042e-05,4722.87854935047
"394","13-2021.01 - Assessors","https://www.onetonline.org/link/details/13-2021.01","Government & Public Administration","Revenue and Taxation","13-2021.00","Appraisers and Assessors of Real Estate",51850,"Enterprising",72,18,2.94872172913042e-05,4722.87854935047
"395","13-2021.01 - Assessors","https://www.onetonline.org/link/details/13-2021.01","Government & Public Administration","Revenue and Taxation","13-2021.00","Appraisers and Assessors of Real Estate",51850,"Artistic",0,18,2.94872172913042e-05,4722.87854935047
"396","13-2021.01 - Assessors","https://www.onetonline.org/link/details/13-2021.01","Government & Public Administration","Revenue and Taxation","13-2021.00","Appraisers and Assessors of Real Estate",51850,"Realistic",33,18,2.94872172913042e-05,4722.87854935047
"397","13-2021.02 - Appraisers, Real Estate","https://www.onetonline.org/link/details/13-2021.02","Government & Public Administration","Revenue and Taxation","13-2021.00","Appraisers and Assessors of Real Estate",51850,"Conventional",78,22,2.94750493707077e-05,8790.35406193619
"398","13-2021.02 - Appraisers, Real Estate","https://www.onetonline.org/link/details/13-2021.02","Government & Public Administration","Revenue and Taxation","13-2021.00","Appraisers and Assessors of Real Estate",51850,"Investigative",17,22,2.94750493707077e-05,8790.35406193619
"399","13-2021.02 - Appraisers, Real Estate","https://www.onetonline.org/link/details/13-2021.02","Government & Public Administration","Revenue and Taxation","13-2021.00","Appraisers and Assessors of Real Estate",51850,"Enterprising",83,22,2.94750493707077e-05,8790.35406193619
"400","13-2021.02 - Appraisers, Real Estate","https://www.onetonline.org/link/details/13-2021.02","Government & Public Administration","Revenue and Taxation","13-2021.00","Appraisers and Assessors of Real Estate",51850,"Artistic",0,22,2.94750493707077e-05,8790.35406193619
"401","13-2021.02 - Appraisers, Real Estate","https://www.onetonline.org/link/details/13-2021.02","Government & Public Administration","Revenue and Taxation","13-2021.00","Appraisers and Assessors of Real Estate",51850,"Realistic",45,22,2.94750493707077e-05,8790.35406193619
"402","13-2021.02 - Appraisers, Real Estate","https://www.onetonline.org/link/details/13-2021.02","Government & Public Administration","Revenue and Taxation","13-2021.00","Appraisers and Assessors of Real Estate",51850,"Social",22,22,2.94750493707077e-05,8790.35406193619
"403","13-2031.00 - Budget Analysts","https://www.onetonline.org/link/details/13-2031.00","Finance","Business Finance","13-2031.00","Budget Analysts",73840,"Conventional",100,28,2.88808664259928e-05,1821.65222523017
"404","13-2031.00 - Budget Analysts","https://www.onetonline.org/link/details/13-2031.00","Finance","Business Finance","13-2031.00","Budget Analysts",73840,"Investigative",50,28,2.88808664259928e-05,1821.65222523017
"405","13-2031.00 - Budget Analysts","https://www.onetonline.org/link/details/13-2031.00","Finance","Business Finance","13-2031.00","Budget Analysts",73840,"Enterprising",78,28,2.88808664259928e-05,1821.65222523017
"406","13-2031.00 - Budget Analysts","https://www.onetonline.org/link/details/13-2031.00","Finance","Business Finance","13-2031.00","Budget Analysts",73840,"Artistic",6,28,2.88808664259928e-05,1821.65222523017
"407","13-2031.00 - Budget Analysts","https://www.onetonline.org/link/details/13-2031.00","Finance","Business Finance","13-2031.00","Budget Analysts",73840,"Realistic",11,28,2.88808664259928e-05,1821.65222523017
"408","13-2031.00 - Budget Analysts","https://www.onetonline.org/link/details/13-2031.00","Finance","Business Finance","13-2031.00","Budget Analysts",73840,"Social",22,28,2.88808664259928e-05,1821.65222523017
"409","13-2041.00 - Credit Analysts","https://www.onetonline.org/link/details/13-2041.00","Finance","Banking Services","13-2041.00","Credit Analysts",69930,"Social",33,18,2.8996433438687e-05,1931.79281168238
"410","13-2041.00 - Credit Analysts","https://www.onetonline.org/link/details/13-2041.00","Finance","Banking Services","13-2041.00","Credit Analysts",69930,"Investigative",33,18,2.8996433438687e-05,1931.79281168238
"411","13-2041.00 - Credit Analysts","https://www.onetonline.org/link/details/13-2041.00","Finance","Banking Services","13-2041.00","Credit Analysts",69930,"Conventional",100,18,2.8996433438687e-05,1931.79281168238
"412","13-2041.00 - Credit Analysts","https://www.onetonline.org/link/details/13-2041.00","Finance","Banking Services","13-2041.00","Credit Analysts",69930,"Enterprising",72,18,2.8996433438687e-05,1931.79281168238
"413","13-2041.00 - Credit Analysts","https://www.onetonline.org/link/details/13-2041.00","Finance","Banking Services","13-2041.00","Credit Analysts",69930,"Artistic",0,18,2.8996433438687e-05,1931.79281168238
"414","13-2041.00 - Credit Analysts","https://www.onetonline.org/link/details/13-2041.00","Finance","Banking Services","13-2041.00","Credit Analysts",69930,"Realistic",28,18,2.8996433438687e-05,1931.79281168238
"415","13-2051.00 - Financial Analysts","https://www.onetonline.org/link/details/13-2051.00","Finance","Business Finance","13-2051.00","Financial Analysts",81760,"Investigative",78,17,2.91417747340813e-05,2261.9242529943
"416","13-2051.00 - Financial Analysts","https://www.onetonline.org/link/details/13-2051.00","Finance","Business Finance","13-2051.00","Financial Analysts",81760,"Social",0,17,2.91417747340813e-05,2261.9242529943
"417","13-2051.00 - Financial Analysts","https://www.onetonline.org/link/details/13-2051.00","Finance","Business Finance","13-2051.00","Financial Analysts",81760,"Conventional",95,17,2.91417747340813e-05,2261.9242529943
"418","13-2051.00 - Financial Analysts","https://www.onetonline.org/link/details/13-2051.00","Finance","Business Finance","13-2051.00","Financial Analysts",81760,"Enterprising",67,17,2.91417747340813e-05,2261.9242529943
"419","13-2051.00 - Financial Analysts","https://www.onetonline.org/link/details/13-2051.00","Finance","Business Finance","13-2051.00","Financial Analysts",81760,"Realistic",28,17,2.91417747340813e-05,2261.9242529943
"420","13-2051.00 - Financial Analysts","https://www.onetonline.org/link/details/13-2051.00","Finance","Business Finance","13-2051.00","Financial Analysts",81760,"Artistic",22,17,2.91417747340813e-05,2261.9242529943
"421","13-2052.00 - Personal Financial Advisors","https://www.onetonline.org/link/details/13-2052.00","Finance","Securities & Investments","13-2052.00","Personal Financial Advisors",90530,"Investigative",33,16,2.88883753177721e-05,632.749803354056
"422","13-2052.00 - Personal Financial Advisors","https://www.onetonline.org/link/details/13-2052.00","Finance","Securities & Investments","13-2052.00","Personal Financial Advisors",90530,"Conventional",78,16,2.88883753177721e-05,632.749803354056
"423","13-2052.00 - Personal Financial Advisors","https://www.onetonline.org/link/details/13-2052.00","Finance","Securities & Investments","13-2052.00","Personal Financial Advisors",90530,"Enterprising",95,16,2.88883753177721e-05,632.749803354056
"424","13-2052.00 - Personal Financial Advisors","https://www.onetonline.org/link/details/13-2052.00","Finance","Securities & Investments","13-2052.00","Personal Financial Advisors",90530,"Artistic",6,16,2.88883753177721e-05,632.749803354056
"425","13-2052.00 - Personal Financial Advisors","https://www.onetonline.org/link/details/13-2052.00","Finance","Securities & Investments","13-2052.00","Personal Financial Advisors",90530,"Realistic",0,16,2.88883753177721e-05,632.749803354056
"426","13-2052.00 - Personal Financial Advisors","https://www.onetonline.org/link/details/13-2052.00","Finance","Securities & Investments","13-2052.00","Personal Financial Advisors",90530,"Social",45,16,2.88883753177721e-05,632.749803354056
"427","13-2053.00 - Insurance Underwriters","https://www.onetonline.org/link/details/13-2053.00","Finance","Insurance","13-2053.00","Insurance Underwriters",67680,"Investigative",39,22,2.89410470870836e-05,1432.21165243502
"428","13-2053.00 - Insurance Underwriters","https://www.onetonline.org/link/details/13-2053.00","Finance","Insurance","13-2053.00","Insurance Underwriters",67680,"Realistic",6,22,2.89410470870836e-05,1432.21165243502
"429","13-2053.00 - Insurance Underwriters","https://www.onetonline.org/link/details/13-2053.00","Finance","Insurance","13-2053.00","Insurance Underwriters",67680,"Enterprising",61,22,2.89410470870836e-05,1432.21165243502
"430","13-2053.00 - Insurance Underwriters","https://www.onetonline.org/link/details/13-2053.00","Finance","Insurance","13-2053.00","Insurance Underwriters",67680,"Social",22,22,2.89410470870836e-05,1432.21165243502
"431","13-2053.00 - Insurance Underwriters","https://www.onetonline.org/link/details/13-2053.00","Finance","Insurance","13-2053.00","Insurance Underwriters",67680,"Artistic",0,22,2.89410470870836e-05,1432.21165243502
"432","13-2053.00 - Insurance Underwriters","https://www.onetonline.org/link/details/13-2053.00","Finance","Insurance","13-2053.00","Insurance Underwriters",67680,"Conventional",89,22,2.89410470870836e-05,1432.21165243502
"433","13-2061.00 - Financial Examiners","https://www.onetonline.org/link/details/13-2061.00","Government & Public Administration","Governance","13-2061.00","Financial Examiners",79280,"Artistic",6,26,2.873810960715e-05,1434.49816379647
"434","13-2061.00 - Financial Examiners","https://www.onetonline.org/link/details/13-2061.00","Government & Public Administration","Governance","13-2061.00","Financial Examiners",79280,"Conventional",78,26,2.873810960715e-05,1434.49816379647
"435","13-2061.00 - Financial Examiners","https://www.onetonline.org/link/details/13-2061.00","Government & Public Administration","Governance","13-2061.00","Financial Examiners",79280,"Realistic",6,26,2.873810960715e-05,1434.49816379647
